url,source,name,price_vnd,brand,cpu_name,ram_gb,storage_gb,storage_type,screen_size_inch,resolution,gpu_name,weight_kg,os
https://www.thegioididong.com/laptop/macbook-neo-13-inch-a18-pro-8gb-256gb,thegioididong,"MacBook Neo 13 inch mới Chip A18 Pro, giá chỉ 16.490tr",16490000,,CPU:  Apple A18 Pro 60 GB/s memory bandwidth,8,60,SSD,,,Card màn hình:  Card tích hợp 5 nhân GPU,1.23,macOS
