source,url,name,price_raw,price_vnd,brand,type,is_gaming,is_wireless,has_mic,connection,battery_life_hours,weight_gram,battery_applicable,type_was_missing,connection_was_missing,battery_life_hours_was_missing,weight_gram_was_missing,price_vnd_capped,price_vnd_original,brand_grouped,connection_grouped,price_per_gram,price_per_battery_hour
cellphones,https://cellphones.com.vn/tai-nghe-co-day-baseus-encok-cz11.html,Tai nghe có dây Baseus Encok CZ11,110.000đ,-0.3673469387755102,Baseus,in-ear,0,0,0,Type C,,-0.11921458625525946,0,0,0,1,0,110000,110000,Baseus,Type C,7586.206896551724,
cellphones,https://cellphones.com.vn/tai-nghe-sony-mdr-ex155ap.html,Tai nghe Sony MDR-EX155AP,390.000đ,-0.272108843537415,Sony,in-ear,0,0,0,3.5mm,,-0.17297802711547453,0,0,0,1,0,390000,390000,Sony,3.5mm,130000.0,
cellphones,https://cellphones.com.vn/tai-nghe-jbl-tune-310c.html,Tai nghe có dây JBL Tune 310C,575.000đ,-0.20918367346938777,Jbl,in-ear,0,0,0,Type C,,-0.1201496026180458,0,0,0,1,0,575000,575000,Jbl,Type C,40209.790209790204,
cellphones,https://cellphones.com.vn/tai-nghe-nhet-tai-devia-smart-earpods-co-mic.html,Tai nghe nhét tai Devia Smart Earpods có Mic,180.000đ,-0.3435374149659864,Devia,in-ear,0,0,1,3.5mm,,-0.08532024310425432,0,0,1,1,1,180000,180000,Other,3.5mm,8275.862068965518,
cellphones,https://cellphones.com.vn/tai-nghe-sony-mdr-ex15ap.html,Tai nghe Sony MDR-EX15AP,290.000đ,-0.30612244897959184,Sony,in-ear,0,0,0,3.5mm,,-0.17297802711547453,0,0,0,1,0,290000,290000,Sony,3.5mm,96666.66666666667,
cellphones,https://cellphones.com.vn/tai-nghe-kz-zsn-pro-x.html,Tai nghe KZ ZSN Pro X,690.000đ,-0.17006802721088435,Kz,in-ear,0,0,1,3.5mm,,0.04675081813931744,0,1,0,1,1,690000,690000,Other,3.5mm,13800.0,
cellphones,https://cellphones.com.vn/tai-nghe-rog-cetra-ii-core.html,Tai nghe có dây Gaming ASUS ROG Cetra II Core,1.290.000đ,0.034013605442176874,Asus,over-ear,1,0,1,3.5mm,,1.2014960261804581,0,0,0,1,1,1290000,1290000,Asus,3.5mm,4343.434343434344,
cellphones,https://cellphones.com.vn/tai-nghe-gaming-co-day-hyperx-cloud-3.html,Tai nghe chụp tai Gaming Hyperx Cloud 3,2.440.000đ,0.42517006802721086,Hyperx,over-ear,1,0,0,3.5mm,,1.168770453482936,0,0,0,1,0,2440000,2440000,Other,3.5mm,8413.793103448275,
cellphones,https://cellphones.com.vn/tai-nghe-co-day-baseus-encok-hz20-jack-3-5.html,Tai nghe có dây Baseus Encok HZ20 (Jack 3.5),160.000đ,-0.35034013605442177,Baseus,in-ear,0,0,0,3.5mm,,0.009350163627863487,0,1,0,1,1,160000,160000,Baseus,3.5mm,3809.5238095238096,
cellphones,https://cellphones.com.vn/tai-nghe-co-day-jbl-quantum-50c.html,Tai nghe gaming JBL Quantum 50C,870.000đ,-0.10884353741496598,Jbl,in-ear,1,0,1,3.5mm,,-0.08648901355773726,0,0,0,1,0,870000,870000,Jbl,3.5mm,40465.11627906977,
cellphones,https://cellphones.com.vn/tai-nghe-co-day-sony-ier-ex15c.html,Tai nghe có dây Sony IER-EX15C,599.000đ,-0.2010204081632653,Sony,in-ear,0,0,0,Type C,,-0.17297802711547453,0,0,0,1,0,599000,599000,Sony,Type C,199666.66666666666,
cellphones,https://cellphones.com.vn/tai-nghe-co-day-robot-re101s-3-5mm.html,Tai nghe có dây cổng 3.5mm Robot RE101S,50.000đ,-0.3877551020408163,Robot,in-ear,0,0,0,3.5mm,,-0.17297802711547453,0,1,0,1,1,50000,50000,Other,3.5mm,16666.666666666668,
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-akg-k92.html,Tai nghe kiểm âm AKG K92,1.820.000đ,0.21428571428571427,Akg,over-ear,0,0,0,3.5mm,,0.748013090229079,0,0,0,1,0,1820000,1820000,Other,3.5mm,9100.0,
